date,Day,Month,Year,store,sales,promo,holiday
12/28/2022,Wednesday,Dec,2022,3,224.12,Not Active,Working Day
12/29/2022,Thursday,Dec,2022,3,255.31,Active,Working Day
12/30/2022,Friday,Dec,2022,3,228.5,Active,Working Day
12/31/2022,Saturday,Dec,2022,3,188.96,Not Active,Working Day
1/1/2023,Sunday,Jan,2023,3,198.21,Not Active,Working Day
1/2/2023,Monday,Jan,2023,3,214.91,Not Active,Working Day
1/3/2023,Tuesday,Jan,2023,3,223.68,Not Active,Working Day
1/4/2023,Wednesday,Jan,2023,3,226.2,Not Active,Working Day
1/5/2023,Thursday,Jan,2023,3,217.09,Not Active,Working Day
1/6/2023,Friday,Jan,2023,3,241.76,Not Active,Holiday
1/7/2023,Saturday,Jan,2023,3,193.75,Not Active,Working Day
1/8/2023,Sunday,Jan,2023,3,193.23,Not Active,Working Day
1/9/2023,Monday,Jan,2023,3,211.99,Not Active,Working Day
1/10/2023,Tuesday,Jan,2023,3,262.77,Active,Working Day
1/11/2023,Wednesday,Jan,2023,3,230.4,Not Active,Working Day
1/12/2023,Thursday,Jan,2023,3,219.28,Not Active,Working Day
1/13/2023,Friday,Jan,2023,3,192.82,Not Active,Working Day
1/14/2023,Saturday,Jan,2023,3,176.49,Not Active,Working Day
1/15/2023,Sunday,Jan,2023,3,195.5,Not Active,Working Day
1/16/2023,Monday,Jan,2023,3,208.77,Not Active,Working Day
1/17/2023,Tuesday,Jan,2023,3,222.36,Not Active,Working Day
1/18/2023,Wednesday,Jan,2023,3,230.06,Not Active,Working Day
1/19/2023,Thursday,Jan,2023,3,217.77,Not Active,Working Day
1/20/2023,Friday,Jan,2023,3,206.41,Not Active,Working Day
1/21/2023,Saturday,Jan,2023,3,220.43,Active,Working Day
1/22/2023,Sunday,Jan,2023,3,190.18,Not Active,Working Day
1/23/2023,Monday,Jan,2023,3,214.55,Not Active,Working Day
1/24/2023,Tuesday,Jan,2023,3,224.2,Not Active,Working Day
1/25/2023,Wednesday,Jan,2023,3,231.83,Not Active,Working Day
1/26/2023,Thursday,Jan,2023,3,216.04,Not Active,Working Day
1/27/2023,Friday,Jan,2023,3,237.87,Not Active,Holiday
1/28/2023,Saturday,Jan,2023,3,190.77,Not Active,Working Day
1/29/2023,Sunday,Jan,2023,3,194.32,Not Active,Working Day
1/30/2023,Monday,Jan,2023,3,212.35,Not Active,Working Day
1/31/2023,Tuesday,Jan,2023,3,224.29,Not Active,Working Day
2/1/2023,Wednesday,Feb,2023,3,260.36,Not Active,Holiday
2/2/2023,Thursday,Feb,2023,3,256.61,Not Active,Holiday
2/3/2023,Friday,Feb,2023,3,205.44,Not Active,Working Day
2/4/2023,Saturday,Feb,2023,3,189.21,Not Active,Working Day
2/5/2023,Sunday,Feb,2023,3,193.38,Not Active,Working Day
2/6/2023,Monday,Feb,2023,3,245.23,Active,Working Day
2/7/2023,Tuesday,Feb,2023,3,222.42,Not Active,Working Day
2/8/2023,Wednesday,Feb,2023,3,252.18,Active,Working Day
2/9/2023,Thursday,Feb,2023,3,258.32,Not Active,Holiday
2/10/2023,Friday,Feb,2023,3,199.4,Not Active,Working Day
2/11/2023,Saturday,Feb,2023,3,186.22,Not Active,Working Day
2/12/2023,Sunday,Feb,2023,3,264.08,Active,Holiday
2/13/2023,Monday,Feb,2023,3,253.1,Not Active,Holiday
2/14/2023,Tuesday,Feb,2023,3,226.29,Not Active,Working Day
2/15/2023,Wednesday,Feb,2023,3,231.78,Not Active,Working Day
2/16/2023,Thursday,Feb,2023,3,228.54,Not Active,Working Day
2/17/2023,Friday,Feb,2023,3,200.45,Not Active,Working Day
2/18/2023,Saturday,Feb,2023,3,262.79,Active,Holiday
2/19/2023,Sunday,Feb,2023,3,262.76,Active,Holiday
2/20/2023,Monday,Feb,2023,3,206.76,Not Active,Working Day
2/21/2023,Tuesday,Feb,2023,3,253.76,Active,Working Day
2/22/2023,Wednesday,Feb,2023,3,228.2,Not Active,Working Day
2/23/2023,Thursday,Feb,2023,3,261.62,Not Active,Holiday
2/24/2023,Friday,Feb,2023,3,214.26,Not Active,Working Day
2/25/2023,Saturday,Feb,2023,3,188.17,Not Active,Working Day
2/26/2023,Sunday,Feb,2023,3,223.58,Active,Working Day
2/27/2023,Monday,Feb,2023,3,211.03,Not Active,Working Day
2/28/2023,Tuesday,Feb,2023,3,229.01,Not Active,Working Day
3/1/2023,Wednesday,Mar,2023,3,232.26,Not Active,Working Day
3/2/2023,Thursday,Mar,2023,3,266.59,Not Active,Holiday
3/3/2023,Friday,Mar,2023,3,230.74,Not Active,Holiday
3/4/2023,Saturday,Mar,2023,3,210.16,Active,Working Day
3/5/2023,Sunday,Mar,2023,3,223.53,Active,Working Day
3/6/2023,Monday,Mar,2023,3,217.18,Not Active,Working Day
3/7/2023,Tuesday,Mar,2023,3,219.55,Not Active,Working Day
3/8/2023,Wednesday,Mar,2023,3,216.26,Not Active,Working Day
3/9/2023,Thursday,Mar,2023,3,263.38,Not Active,Holiday
3/10/2023,Friday,Mar,2023,3,204.44,Not Active,Working Day
3/11/2023,Saturday,Mar,2023,3,187,Not Active,Working Day
3/12/2023,Sunday,Mar,2023,3,231.43,Not Active,Holiday
3/13/2023,Monday,Mar,2023,3,247.2,Not Active,Holiday
3/14/2023,Tuesday,Mar,2023,3,228.29,Not Active,Working Day
3/15/2023,Wednesday,Mar,2023,3,228.51,Not Active,Working Day
3/16/2023,Thursday,Mar,2023,3,223.34,Not Active,Working Day
3/17/2023,Friday,Mar,2023,3,189.3,Not Active,Working Day
3/18/2023,Saturday,Mar,2023,3,218.51,Active,Working Day
3/19/2023,Sunday,Mar,2023,3,191.08,Not Active,Working Day
3/20/2023,Monday,Mar,2023,3,281.11,Active,Holiday
3/21/2023,Tuesday,Mar,2023,3,225.39,Not Active,Working Day
3/22/2023,Wednesday,Mar,2023,3,235.98,Not Active,Working Day
3/23/2023,Thursday,Mar,2023,3,211.93,Not Active,Working Day
3/24/2023,Friday,Mar,2023,3,234.15,Active,Working Day
3/25/2023,Saturday,Mar,2023,3,195.94,Not Active,Working Day
3/26/2023,Sunday,Mar,2023,3,206.34,Not Active,Working Day
3/27/2023,Monday,Mar,2023,3,210.34,Not Active,Working Day
3/28/2023,Tuesday,Mar,2023,3,230.06,Not Active,Working Day
3/29/2023,Wednesday,Mar,2023,3,223.33,Not Active,Working Day
3/30/2023,Thursday,Mar,2023,3,239.61,Active,Working Day
3/31/2023,Friday,Mar,2023,3,208.49,Not Active,Working Day
4/1/2023,Saturday,Apr,2023,3,193.47,Not Active,Working Day
4/2/2023,Sunday,Apr,2023,3,203.3,Not Active,Working Day
4/3/2023,Monday,Apr,2023,3,206.23,Not Active,Working Day
4/4/2023,Tuesday,Apr,2023,3,271.38,Not Active,Holiday
4/5/2023,Wednesday,Apr,2023,3,282.04,Not Active,Holiday
4/6/2023,Thursday,Apr,2023,3,224.02,Not Active,Working Day
4/7/2023,Friday,Apr,2023,3,206,Not Active,Working Day
4/8/2023,Saturday,Apr,2023,3,193.89,Not Active,Working Day
4/9/2023,Sunday,Apr,2023,3,219.91,Active,Working Day
4/10/2023,Monday,Apr,2023,3,220.22,Not Active,Working Day
4/11/2023,Tuesday,Apr,2023,3,266.08,Not Active,Holiday
4/12/2023,Wednesday,Apr,2023,3,275.57,Not Active,Holiday
4/13/2023,Thursday,Apr,2023,3,214.46,Not Active,Working Day
4/14/2023,Friday,Apr,2023,3,199.07,Not Active,Working Day
4/15/2023,Saturday,Apr,2023,3,201.37,Not Active,Working Day
4/16/2023,Sunday,Apr,2023,3,196.37,Not Active,Working Day
4/17/2023,Monday,Apr,2023,3,251.06,Active,Working Day
4/18/2023,Tuesday,Apr,2023,3,229.09,Not Active,Working Day
4/19/2023,Wednesday,Apr,2023,3,224.19,Not Active,Working Day
4/20/2023,Thursday,Apr,2023,3,227.08,Not Active,Working Day
4/21/2023,Friday,Apr,2023,3,202.37,Not Active,Working Day
4/22/2023,Saturday,Apr,2023,3,198.04,Not Active,Working Day
4/23/2023,Sunday,Apr,2023,3,228.59,Active,Working Day
4/24/2023,Monday,Apr,2023,3,206.43,Not Active,Working Day
4/25/2023,Tuesday,Apr,2023,3,230.65,Not Active,Working Day
4/26/2023,Wednesday,Apr,2023,3,244.73,Not Active,Working Day
4/27/2023,Thursday,Apr,2023,3,225.44,Not Active,Working Day
4/28/2023,Friday,Apr,2023,3,205.38,Not Active,Working Day
4/29/2023,Saturday,Apr,2023,3,200.27,Not Active,Working Day
4/30/2023,Sunday,Apr,2023,3,199.86,Not Active,Working Day
5/1/2023,Monday,May,2023,3,255.54,Not Active,Holiday
5/2/2023,Tuesday,May,2023,3,224.72,Not Active,Working Day
5/3/2023,Wednesday,May,2023,3,265.26,Active,Working Day
5/4/2023,Thursday,May,2023,3,228.5,Not Active,Working Day
5/5/2023,Friday,May,2023,3,231.84,Active,Working Day
5/6/2023,Saturday,May,2023,3,202.37,Not Active,Working Day
5/7/2023,Sunday,May,2023,3,238.7,Not Active,Holiday
5/8/2023,Monday,May,2023,3,210.41,Not Active,Working Day
5/9/2023,Tuesday,May,2023,3,235.52,Not Active,Working Day
5/10/2023,Wednesday,May,2023,3,273.01,Not Active,Holiday
5/11/2023,Thursday,May,2023,3,227.47,Not Active,Working Day
5/12/2023,Friday,May,2023,3,204.91,Not Active,Working Day
5/13/2023,Saturday,May,2023,3,225.3,Active,Working Day
5/14/2023,Sunday,May,2023,3,201.98,Not Active,Working Day
5/15/2023,Monday,May,2023,3,216.65,Not Active,Working Day
5/16/2023,Tuesday,May,2023,3,220.91,Not Active,Working Day
5/17/2023,Wednesday,May,2023,3,259.19,Active,Working Day
5/18/2023,Thursday,May,2023,3,228.67,Not Active,Working Day
5/19/2023,Friday,May,2023,3,206.06,Not Active,Working Day
5/20/2023,Saturday,May,2023,3,193.33,Not Active,Working Day
5/21/2023,Sunday,May,2023,3,193.07,Not Active,Working Day
5/22/2023,Monday,May,2023,3,240.15,Active,Working Day
5/23/2023,Tuesday,May,2023,3,221.12,Not Active,Working Day
5/24/2023,Wednesday,May,2023,3,274.64,Not Active,Holiday
5/25/2023,Thursday,May,2023,3,251.38,Active,Working Day
5/26/2023,Friday,May,2023,3,202.24,Not Active,Working Day
5/27/2023,Saturday,May,2023,3,195.96,Not Active,Working Day
5/28/2023,Sunday,May,2023,3,202.03,Not Active,Working Day
5/29/2023,Monday,May,2023,3,226.36,Not Active,Working Day
5/30/2023,Tuesday,May,2023,3,224.02,Not Active,Working Day
5/31/2023,Wednesday,May,2023,3,241.29,Not Active,Working Day
6/1/2023,Thursday,Jun,2023,3,229.59,Not Active,Working Day
6/2/2023,Friday,Jun,2023,3,203.52,Not Active,Working Day
6/3/2023,Saturday,Jun,2023,3,197.66,Not Active,Working Day
6/4/2023,Sunday,Jun,2023,3,228.27,Active,Working Day
6/5/2023,Monday,Jun,2023,3,217.17,Not Active,Working Day
6/6/2023,Tuesday,Jun,2023,3,239.48,Not Active,Working Day
6/7/2023,Wednesday,Jun,2023,3,238.87,Not Active,Working Day
6/8/2023,Thursday,Jun,2023,3,227.62,Not Active,Working Day
6/9/2023,Friday,Jun,2023,3,205.62,Not Active,Working Day
6/10/2023,Saturday,Jun,2023,3,189.58,Not Active,Working Day
6/11/2023,Sunday,Jun,2023,3,199.87,Not Active,Working Day
6/12/2023,Monday,Jun,2023,3,222.63,Not Active,Working Day
6/13/2023,Tuesday,Jun,2023,3,224.65,Not Active,Working Day
6/14/2023,Wednesday,Jun,2023,3,230.92,Not Active,Working Day
6/15/2023,Thursday,Jun,2023,3,226.06,Not Active,Working Day
6/16/2023,Friday,Jun,2023,3,233.2,Active,Working Day
6/17/2023,Saturday,Jun,2023,3,193.39,Not Active,Working Day
6/18/2023,Sunday,Jun,2023,3,239.14,Not Active,Holiday
6/19/2023,Monday,Jun,2023,3,210.12,Not Active,Working Day
6/20/2023,Tuesday,Jun,2023,3,257.76,Active,Working Day
6/21/2023,Wednesday,Jun,2023,3,280.06,Not Active,Holiday
6/22/2023,Thursday,Jun,2023,3,219.24,Not Active,Working Day
6/23/2023,Friday,Jun,2023,3,200.48,Not Active,Working Day
6/24/2023,Saturday,Jun,2023,3,224.55,Active,Working Day
6/25/2023,Sunday,Jun,2023,3,205.27,Not Active,Working Day
6/26/2023,Monday,Jun,2023,3,216.31,Not Active,Working Day
6/27/2023,Tuesday,Jun,2023,3,260.66,Active,Working Day
6/28/2023,Wednesday,Jun,2023,3,267.12,Active,Working Day
6/29/2023,Thursday,Jun,2023,3,247.4,Active,Working Day
6/30/2023,Friday,Jun,2023,3,211.29,Not Active,Working Day
7/1/2023,Saturday,Jul,2023,3,199.96,Not Active,Working Day
7/2/2023,Sunday,Jul,2023,3,199.91,Not Active,Working Day
7/3/2023,Monday,Jul,2023,3,222.68,Not Active,Working Day
7/4/2023,Tuesday,Jul,2023,3,227.7,Not Active,Working Day
7/5/2023,Wednesday,Jul,2023,3,242.88,Not Active,Working Day
7/6/2023,Thursday,Jul,2023,3,227.25,Not Active,Working Day
7/7/2023,Friday,Jul,2023,3,207.49,Not Active,Working Day
7/8/2023,Saturday,Jul,2023,3,198.3,Not Active,Working Day
7/9/2023,Sunday,Jul,2023,3,201.77,Not Active,Working Day
7/10/2023,Monday,Jul,2023,3,224.1,Not Active,Working Day
7/11/2023,Tuesday,Jul,2023,3,268.3,Not Active,Holiday
7/12/2023,Wednesday,Jul,2023,3,233.78,Not Active,Working Day
7/13/2023,Thursday,Jul,2023,3,232.01,Not Active,Working Day
7/14/2023,Friday,Jul,2023,3,206.54,Not Active,Working Day
7/15/2023,Saturday,Jul,2023,3,203.25,Not Active,Working Day
7/16/2023,Sunday,Jul,2023,3,211.16,Not Active,Working Day
7/17/2023,Monday,Jul,2023,3,246.34,Active,Working Day
7/18/2023,Tuesday,Jul,2023,3,237.44,Not Active,Working Day
7/19/2023,Wednesday,Jul,2023,3,272.18,Not Active,Holiday
7/20/2023,Thursday,Jul,2023,3,260.95,Active,Working Day
7/21/2023,Friday,Jul,2023,3,210.87,Not Active,Working Day
7/22/2023,Saturday,Jul,2023,3,231.46,Active,Working Day
7/23/2023,Sunday,Jul,2023,3,269.78,Active,Holiday
7/24/2023,Monday,Jul,2023,3,210.39,Not Active,Working Day
7/25/2023,Tuesday,Jul,2023,3,266.9,Active,Working Day
7/26/2023,Wednesday,Jul,2023,3,267.98,Not Active,Holiday
7/27/2023,Thursday,Jul,2023,3,225.94,Not Active,Working Day
7/28/2023,Friday,Jul,2023,3,214.92,Not Active,Working Day
7/29/2023,Saturday,Jul,2023,3,200.41,Not Active,Working Day
7/30/2023,Sunday,Jul,2023,3,243.1,Active,Working Day
7/31/2023,Monday,Jul,2023,3,224.17,Not Active,Working Day
8/1/2023,Tuesday,Aug,2023,3,231.46,Not Active,Working Day
8/2/2023,Wednesday,Aug,2023,3,238.78,Not Active,Working Day
8/3/2023,Thursday,Aug,2023,3,227.64,Not Active,Working Day
8/4/2023,Friday,Aug,2023,3,202.66,Not Active,Working Day
8/5/2023,Saturday,Aug,2023,3,195.1,Not Active,Working Day
8/6/2023,Sunday,Aug,2023,3,230.91,Active,Working Day
8/7/2023,Monday,Aug,2023,3,209.22,Not Active,Working Day
8/8/2023,Tuesday,Aug,2023,3,265.32,Active,Working Day
8/9/2023,Wednesday,Aug,2023,3,237.75,Not Active,Working Day
8/10/2023,Thursday,Aug,2023,3,219.86,Not Active,Working Day
8/11/2023,Friday,Aug,2023,3,212.94,Not Active,Working Day
8/12/2023,Saturday,Aug,2023,3,203.73,Not Active,Working Day
8/13/2023,Sunday,Aug,2023,3,205.19,Not Active,Working Day
8/14/2023,Monday,Aug,2023,3,248.13,Active,Working Day
8/15/2023,Tuesday,Aug,2023,3,238.39,Not Active,Working Day
8/16/2023,Wednesday,Aug,2023,3,272.75,Active,Working Day
8/17/2023,Thursday,Aug,2023,3,230.11,Not Active,Working Day
8/18/2023,Friday,Aug,2023,3,207.15,Not Active,Working Day
8/19/2023,Saturday,Aug,2023,3,201.88,Not Active,Working Day
8/20/2023,Sunday,Aug,2023,3,280.39,Active,Holiday
8/21/2023,Monday,Aug,2023,3,217.11,Not Active,Working Day
8/22/2023,Tuesday,Aug,2023,3,276.27,Active,Working Day
8/23/2023,Wednesday,Aug,2023,3,267.07,Active,Working Day
8/24/2023,Thursday,Aug,2023,3,229.09,Not Active,Working Day
8/25/2023,Friday,Aug,2023,3,248.26,Not Active,Holiday
8/26/2023,Saturday,Aug,2023,3,201.96,Not Active,Working Day
8/27/2023,Sunday,Aug,2023,3,196.05,Not Active,Working Day
8/28/2023,Monday,Aug,2023,3,217.72,Not Active,Working Day
8/29/2023,Tuesday,Aug,2023,3,230.67,Not Active,Working Day
8/30/2023,Wednesday,Aug,2023,3,240.72,Not Active,Working Day
8/31/2023,Thursday,Aug,2023,3,234.25,Not Active,Working Day
9/1/2023,Friday,Sep,2023,3,215.2,Not Active,Working Day
9/2/2023,Saturday,Sep,2023,3,189.34,Not Active,Working Day
9/3/2023,Sunday,Sep,2023,3,215.32,Not Active,Working Day
9/4/2023,Monday,Sep,2023,3,222.27,Not Active,Working Day
9/5/2023,Tuesday,Sep,2023,3,232.6,Not Active,Working Day
9/6/2023,Wednesday,Sep,2023,3,271.18,Active,Working Day
9/7/2023,Thursday,Sep,2023,3,230.5,Not Active,Working Day
9/8/2023,Friday,Sep,2023,3,208.98,Not Active,Working Day
9/9/2023,Saturday,Sep,2023,3,202.54,Not Active,Working Day
9/10/2023,Sunday,Sep,2023,3,202.42,Not Active,Working Day
9/11/2023,Monday,Sep,2023,3,259.12,Not Active,Holiday
9/12/2023,Tuesday,Sep,2023,3,263.4,Active,Working Day
9/13/2023,Wednesday,Sep,2023,3,233.58,Not Active,Working Day
9/14/2023,Thursday,Sep,2023,3,230.7,Not Active,Working Day
9/15/2023,Friday,Sep,2023,3,215.6,Not Active,Working Day
9/16/2023,Saturday,Sep,2023,3,204.47,Not Active,Working Day
9/17/2023,Sunday,Sep,2023,3,209.91,Not Active,Working Day
9/18/2023,Monday,Sep,2023,3,223.12,Not Active,Working Day
9/19/2023,Tuesday,Sep,2023,3,274.52,Not Active,Holiday
9/20/2023,Wednesday,Sep,2023,3,245.29,Not Active,Working Day
9/21/2023,Thursday,Sep,2023,3,223.54,Not Active,Working Day
9/22/2023,Friday,Sep,2023,3,208.52,Not Active,Working Day
9/23/2023,Saturday,Sep,2023,3,227.43,Active,Working Day
9/24/2023,Sunday,Sep,2023,3,211.56,Not Active,Working Day
9/25/2023,Monday,Sep,2023,3,226.56,Not Active,Working Day
9/26/2023,Tuesday,Sep,2023,3,279.97,Not Active,Holiday
9/27/2023,Wednesday,Sep,2023,3,286.8,Not Active,Holiday
9/28/2023,Thursday,Sep,2023,3,226.28,Not Active,Working Day
9/29/2023,Friday,Sep,2023,3,215.11,Not Active,Working Day
9/30/2023,Saturday,Sep,2023,3,201.97,Not Active,Working Day
10/1/2023,Sunday,Oct,2023,3,210.74,Not Active,Working Day
10/2/2023,Monday,Oct,2023,3,221.62,Not Active,Working Day
10/3/2023,Tuesday,Oct,2023,3,235.96,Not Active,Working Day
10/4/2023,Wednesday,Oct,2023,3,244.5,Not Active,Working Day
10/5/2023,Thursday,Oct,2023,3,235.4,Not Active,Working Day
10/6/2023,Friday,Oct,2023,3,210.38,Not Active,Working Day
10/7/2023,Saturday,Oct,2023,3,202.64,Not Active,Working Day
10/8/2023,Sunday,Oct,2023,3,201.57,Not Active,Working Day
10/9/2023,Monday,Oct,2023,3,210.06,Not Active,Working Day
10/10/2023,Tuesday,Oct,2023,3,269.24,Active,Working Day
10/11/2023,Wednesday,Oct,2023,3,245.19,Not Active,Working Day
10/12/2023,Thursday,Oct,2023,3,232.68,Not Active,Working Day
10/13/2023,Friday,Oct,2023,3,204.32,Not Active,Working Day
10/14/2023,Saturday,Oct,2023,3,231.54,Active,Working Day
10/15/2023,Sunday,Oct,2023,3,196.12,Not Active,Working Day
10/16/2023,Monday,Oct,2023,3,229.74,Not Active,Working Day
10/17/2023,Tuesday,Oct,2023,3,233.15,Not Active,Working Day
10/18/2023,Wednesday,Oct,2023,3,248.77,Not Active,Working Day
10/19/2023,Thursday,Oct,2023,3,236.45,Not Active,Working Day
10/20/2023,Friday,Oct,2023,3,209.92,Not Active,Working Day
10/21/2023,Saturday,Oct,2023,3,227.98,Active,Working Day
10/22/2023,Sunday,Oct,2023,3,239.31,Active,Working Day
10/23/2023,Monday,Oct,2023,3,219.02,Not Active,Working Day
10/24/2023,Tuesday,Oct,2023,3,239.45,Not Active,Working Day
10/25/2023,Wednesday,Oct,2023,3,270.43,Active,Working Day
10/26/2023,Thursday,Oct,2023,3,223.17,Not Active,Working Day
10/27/2023,Friday,Oct,2023,3,203.62,Not Active,Working Day
10/28/2023,Saturday,Oct,2023,3,245.13,Not Active,Holiday
10/29/2023,Sunday,Oct,2023,3,205.1,Not Active,Working Day
10/30/2023,Monday,Oct,2023,3,220.83,Not Active,Working Day
10/31/2023,Tuesday,Oct,2023,3,242.76,Not Active,Working Day
11/1/2023,Wednesday,Nov,2023,3,249.06,Not Active,Working Day
11/2/2023,Thursday,Nov,2023,3,231.06,Not Active,Working Day
11/3/2023,Friday,Nov,2023,3,213.42,Not Active,Working Day
11/4/2023,Saturday,Nov,2023,3,206.85,Not Active,Working Day
11/5/2023,Sunday,Nov,2023,3,231.48,Active,Working Day
11/6/2023,Monday,Nov,2023,3,225.06,Not Active,Working Day
11/7/2023,Tuesday,Nov,2023,3,242.39,Not Active,Working Day
11/8/2023,Wednesday,Nov,2023,3,316.95,Active,Holiday
11/9/2023,Thursday,Nov,2023,3,253.09,Active,Working Day
11/10/2023,Friday,Nov,2023,3,211.66,Not Active,Working Day
11/11/2023,Saturday,Nov,2023,3,200.31,Not Active,Working Day
11/12/2023,Sunday,Nov,2023,3,209.11,Not Active,Working Day
11/13/2023,Monday,Nov,2023,3,256.7,Active,Working Day
11/14/2023,Tuesday,Nov,2023,3,277.47,Active,Working Day
11/15/2023,Wednesday,Nov,2023,3,271.42,Active,Working Day
11/16/2023,Thursday,Nov,2023,3,230.64,Not Active,Working Day
11/17/2023,Friday,Nov,2023,3,261.57,Not Active,Holiday
11/18/2023,Saturday,Nov,2023,3,206.53,Not Active,Working Day
11/19/2023,Sunday,Nov,2023,3,215.3,Not Active,Working Day
11/20/2023,Monday,Nov,2023,3,226.09,Not Active,Working Day
11/21/2023,Tuesday,Nov,2023,3,274.55,Not Active,Holiday
11/22/2023,Wednesday,Nov,2023,3,237.58,Not Active,Working Day
11/23/2023,Thursday,Nov,2023,3,225.72,Not Active,Working Day
11/24/2023,Friday,Nov,2023,3,219.48,Not Active,Working Day
11/25/2023,Saturday,Nov,2023,3,211.34,Not Active,Working Day
11/26/2023,Sunday,Nov,2023,3,258.56,Not Active,Holiday
11/27/2023,Monday,Nov,2023,3,229.21,Not Active,Working Day
11/28/2023,Tuesday,Nov,2023,3,246.5,Not Active,Working Day
11/29/2023,Wednesday,Nov,2023,3,241.69,Not Active,Working Day
11/30/2023,Thursday,Nov,2023,3,258.04,Active,Working Day
12/1/2023,Friday,Dec,2023,3,220.77,Not Active,Working Day
12/2/2023,Saturday,Dec,2023,3,207.84,Not Active,Working Day
12/3/2023,Sunday,Dec,2023,3,210.2,Not Active,Working Day
12/4/2023,Monday,Dec,2023,3,227.28,Not Active,Working Day
12/5/2023,Tuesday,Dec,2023,3,312.65,Active,Holiday
12/6/2023,Wednesday,Dec,2023,3,251.36,Not Active,Working Day
12/7/2023,Thursday,Dec,2023,3,270.65,Active,Working Day
12/8/2023,Friday,Dec,2023,3,219.59,Not Active,Working Day
12/9/2023,Saturday,Dec,2023,3,240.33,Active,Working Day
12/10/2023,Sunday,Dec,2023,3,212.58,Not Active,Working Day
12/11/2023,Monday,Dec,2023,3,253.39,Active,Working Day
12/12/2023,Tuesday,Dec,2023,3,245.17,Not Active,Working Day
12/13/2023,Wednesday,Dec,2023,3,238.32,Not Active,Working Day
12/14/2023,Thursday,Dec,2023,3,239.79,Not Active,Working Day
12/15/2023,Friday,Dec,2023,3,241.25,Active,Working Day
12/16/2023,Saturday,Dec,2023,3,247.88,Not Active,Holiday
12/17/2023,Sunday,Dec,2023,3,206.13,Not Active,Working Day
12/18/2023,Monday,Dec,2023,3,258.81,Active,Working Day
12/19/2023,Tuesday,Dec,2023,3,241.56,Not Active,Working Day
12/20/2023,Wednesday,Dec,2023,3,277.67,Not Active,Holiday
12/21/2023,Thursday,Dec,2023,3,236.98,Not Active,Working Day
12/22/2023,Friday,Dec,2023,3,214.68,Not Active,Working Day
12/23/2023,Saturday,Dec,2023,3,241.2,Active,Working Day
12/24/2023,Sunday,Dec,2023,3,210.72,Not Active,Working Day
12/25/2023,Monday,Dec,2023,3,228.37,Not Active,Working Day
12/26/2023,Tuesday,Dec,2023,3,267.3,Active,Working Day
12/27/2023,Wednesday,Dec,2023,3,243.05,Not Active,Working Day
12/28/2023,Thursday,Dec,2023,3,272.93,Not Active,Holiday
12/29/2023,Friday,Dec,2023,3,222.2,Not Active,Working Day
12/30/2023,Saturday,Dec,2023,3,215.53,Not Active,Working Day
12/31/2023,Sunday,Dec,2023,3,207.03,Not Active,Working Day
1/1/2022,Saturday,Jan,2022,4,177.1,Not Active,Working Day
1/2/2022,Sunday,Jan,2022,4,201.98,Not Active,Working Day
1/3/2022,Monday,Jan,2022,4,244.67,Active,Working Day
1/4/2022,Tuesday,Jan,2022,4,217.84,Not Active,Working Day
1/5/2022,Wednesday,Jan,2022,4,227.43,Not Active,Working Day
1/6/2022,Thursday,Jan,2022,4,257.54,Active,Working Day
1/7/2022,Friday,Jan,2022,4,239.63,Active,Working Day
1/8/2022,Saturday,Jan,2022,4,236.31,Not Active,Holiday
1/9/2022,Sunday,Jan,2022,4,194.65,Not Active,Working Day
1/10/2022,Monday,Jan,2022,4,241.63,Active,Working Day
1/11/2022,Tuesday,Jan,2022,4,226.25,Not Active,Working Day
1/12/2022,Wednesday,Jan,2022,4,266.46,Active,Working Day
1/13/2022,Thursday,Jan,2022,4,215.67,Not Active,Working Day
1/14/2022,Friday,Jan,2022,4,198.71,Not Active,Working Day
1/15/2022,Saturday,Jan,2022,4,197.02,Not Active,Working Day
1/16/2022,Sunday,Jan,2022,4,195.66,Not Active,Working Day
1/17/2022,Monday,Jan,2022,4,248.46,Active,Working Day
1/18/2022,Tuesday,Jan,2022,4,253.9,Active,Working Day
1/19/2022,Wednesday,Jan,2022,4,230.89,Not Active,Working Day
1/20/2022,Thursday,Jan,2022,4,215.78,Not Active,Working Day
1/21/2022,Friday,Jan,2022,4,273.13,Active,Holiday
1/22/2022,Saturday,Jan,2022,4,184.93,Not Active,Working Day
1/23/2022,Sunday,Jan,2022,4,193.79,Not Active,Working Day
1/24/2022,Monday,Jan,2022,4,204.74,Not Active,Working Day
1/25/2022,Tuesday,Jan,2022,4,271.07,Not Active,Holiday
1/26/2022,Wednesday,Jan,2022,4,235.1,Not Active,Working Day
1/27/2022,Thursday,Jan,2022,4,212.09,Not Active,Working Day
1/28/2022,Friday,Jan,2022,4,210.11,Not Active,Working Day
1/29/2022,Saturday,Jan,2022,4,235.16,Active,Working Day
1/30/2022,Sunday,Jan,2022,4,196.81,Not Active,Working Day
1/31/2022,Monday,Jan,2022,4,209.06,Not Active,Working Day
2/1/2022,Tuesday,Feb,2022,4,242.08,Not Active,Working Day
2/2/2022,Wednesday,Feb,2022,4,265.27,Not Active,Holiday
2/3/2022,Thursday,Feb,2022,4,221.2,Not Active,Working Day
2/4/2022,Friday,Feb,2022,4,204.69,Not Active,Working Day
2/5/2022,Saturday,Feb,2022,4,199.75,Not Active,Working Day
